slug,template,surfaces,terms,subject,text
"nakerville-crescent-milton","standard","sec:differentPriorities","I9 age words","street/area","Each pocket carries its own trade-off between lot size, build era, and proximity to the GO station."
"pettigrew-trail-milton","standard","sec:about","I10 settled-history","street/area","Dempsey itself is a settled residential area, and Pettigrew Trail reads as one of its quieter internal streets, removed from the heavier traffic that moves along the larger arteries nearby."
"pettigrew-trail-milton","standard","sec:about","I1 established; I5 built-out","street/area","The surrounding grid is largely built out, with the street framed by established neighbours rather than open land."
"maddocks-trail-milton","standard","sec:differentPriorities","I9 age words","elsewhere","Priorities around lot type, era of build, or proximity to a specific park will point elsewhere."
"watercress-way-milton","standard","sec:about","I3 newer","street/area","The street sits within a grid of newer residential roads, framed by the parks and school sites that anchor this part of Walker."
"watercress-way-milton","standard","faq","I1 established; I4 new-build; I6 construction-state","street/area","Watercress Way reads as an established townhouse street within Walker, not an active new-build site."
"watercress-way-milton","standard","faq","I6 construction-state","street/area","The homes recorded here are townhouses, and there is no indication of ongoing construction on the street itself."
"marcellus-avenue-milton","standard","sec:about","I10 settled-history","street/area","The street sits within a settled pocket of Timberlea, framed by the parks and school grounds that give this part of Milton its rhythm."
"marcellus-avenue-milton","standard","faq","I1 established","street/area","What can be said is that Marcellus Avenue is an established residential avenue in Timberlea."
"marcellus-avenue-milton","standard","faq","I1 established; I4 new-build","street/area","Marcellus Avenue is an established street within Timberlea, not a new-build pocket."
"marcellus-avenue-milton","standard","faq","I5 built-out; I9 age words","street/area","The surrounding area has been built out for some time."
"marcellus-avenue-milton","standard","faq","I4 new-build; I6 construction-state","street/area","No active new-construction activity is recorded on the street."
"lydia-avenue-milton","standard","hero ld-place sec:about","I8 historic/original","street/area","Lydia Avenue is a short residential street in Old Milton, the historic core of the town where the grid is tight and the lots are shallow."
"lydia-avenue-milton","standard","sec:about","I7 older","street/area","It sits within walking distance of the downtown blocks, close enough that the older street pattern still governs how the avenue reads: narrow, quiet, and folded into the surrounding fabric rather than set apart from it."
"lydia-avenue-milton","standard","sec:about","I7 older","street/area","The street's position puts it inside the older settlement rather than on the expanding edges, and that placement shapes nearly everything about how it functions day to day."
"lydia-avenue-milton","standard","faq","I1 established","street/area","Lydia Avenue sits in Old Milton, an established part of the town."
"lydia-avenue-milton","standard","faq","I4 new-build","street/area","There is no indication of active new construction on the street."
